date,time,tweet,BUENO,NEUTRAL,MALO,QUEJA,AYUDA ,AGRADECIMIENTO,OUTSTANDING ,TÓPICO 
2023-03-31,,"Gracias, estaré pendiente a qué me responda",,1,,,,1,,
2023-03-31,,"Es que hay un secreto para que te contesten rápido, te lo cuento cuando estemos bebiendo y no, ojalá me paguen, me resuelven súper rápido.",,1,,,,,,
2023-04-01,,Muchas gracias!,1,,,,,1,,
2023-04-01,,Muchas gracias ya me comuniqué y me dieron folio de seguimiento respecto a mi situación y estoy en espera que me revuelva lo antes posible!,1,,,,,1,,
2023-04-03,,Gracias a Tamos readys en PalNoe 🦁,1,,,,,1,,EVENTOS
2023-04-03,,"Bueno, intento más tarde, muchas gracias, Maite!! Un gusto saludae☺️",,1,,,,,,
2023-04-03,,"Habla al número que está en la tarjeta, yo lo hice así y no tuve ningún problema en españa ;)",,1,,,,,,
2023-04-03,,This web3 developer's MEV strategy is a game-changer. He's making over 5 ETH per week and you need to learn how!,,1,,,,,,
2023-04-04,,"Te cuento lo que hice Yo tampoco tenía Historial pero tenía la de Nubank y hasta ahí todo bien, posterior fui con Heybanco, y realmente no interesaba usar su tarjeta.Pero vi que tenía un pagare y me interesóMe registre a la cuenta, no solicite plástico ni nada",,1,,,,,,COMPETENCIA
2023-04-06,,Ya resolví gracias,1,,,,,1,,
2023-04-06,,Gracias por darnos agüita en para no morir de disentería por el agua puerca de los bebedores de 🤢,,,1,,,1,,EVENTOS
2023-04-08,,Buenas tardes,,1,,,,,,
2023-04-08,,"¿Adivinen dónde estoy?¡Que buena experiencia, !",1,,,,,,,
2023-04-11,,"5/ Seguramente veremos a y dando más noticias de innovación y servicios, pero sobre todo generando más competencia en la industria financiera, lo cual beneficia a todos los usuarios.BancaDigital NuMéxico HeyBanco Innovación CompetenciaFinanciera Fintech",,1,,,,,,COMPETENCIA
2023-04-11,,"4/ La gran ventaja de es su experiencia de 5 años en el mercado, ganando terreno entre los jóvenes por sus servicios y por patrocinar festivales de música, lo que les permite crecer junto con sus clientes.",1,,,,,,,COMPETENCIA
2023-04-13,,Gracias les volví a contestar el dm,,1,,,,1,,
2023-04-13,,"Gracias hey banco, solucionaron el problema.",1,,,,,1,,
2023-04-14,,Muchísimas gracias,1,,,,,1,,
2023-04-14,,Muchas gracias por su respuesta tan pronta.,1,,,,,1,,
2023-04-14,,"gracias por la pronta devolución, me sirvio para pagarle a",1,,,,,1,,SERVICIO
2023-04-15,,Muchas gracias mando DM a la brevedad,,1,,,,1,,
2023-04-15,,No má gracias tío estuvo fantástico este descuento del 50% en mi checkup en,1,,,,,1,,
2023-04-17,,"Super, gracias.",1,,,,,1,,
2023-04-18,,"Correcto, esperaré el contacto por pae de ustedes para arreglar la situación de mi inversión hey pro al 10%",,1,,,,,,
2023-04-19,,muchas gracias,1,,,,,1,,
2023-04-19,,"Excelente, muchas gracias por su sopoe, tío hey. De igual manera quiero agregar que el error ya fue solucionado, y adicional, durante el día recibí un SMS donde me notificaban que debido a una incidencia se mostraba el 5% y que lo estaban trabajando. Nuevamente gracias 🫂",1,,,,,1,1,SERVICIO
2023-04-19,,Muchas gracias. Voy a comunicarme entonces.,,1,,,,1,,
2023-04-19,,"Están en proceso de resolver según mensajes que me están enviando los de hey banco, saludos.",,1,,,,,,SERVICIO
2023-05-12,,Gracias,1,,,,,1,,
2023-05-12,,Ya me llego gracias,1,,,,,1,,
2023-05-12,,"Un gusto saludae Erich, ponemos a tu disposición nuestra cuenta de correo electrónico en la que con gusto atenderemos tus dudas, escríbenos: asesoria@condusef.gob.mx , recuerda que CONDUSEF te apoya.",,1,,,,,,
2023-05-12,,el mejor banco &lt;3,1,,,,,,1,
2023-05-12,*******,"Uno de los productos más esperados del año!!!! En YouTube ya tenemos el unboxing, activación y pequeña navegación por el app de la tarjeta metálica de ! Les compao el link del video: TarjetaDeCrédito HeyBanco",1,,,,,,1,
2023-05-13,,Es la mejor que he visto hasta ahora,1,,,,,,1,
2023-05-15,,Excelente muchas gracias,1,,,,,1,,
2023-05-15,,muchas gracias por su respuesta!,1,,,,,1,,
2023-05-15,,"Llamar para pelear a me resta tiempo, kilos, neuronas, prácticamente me resta vida ese banco pitero.",,,1,1,,,,
2023-05-15,,"hola, excelente tarde, me podrían ayudar con algo. Les mandé DM, por favor, muchas gracias 🙏",,1,,,1,,,
2023-05-15,,Me encanta que HeyBanco ya te manda notificación cuando se hace el cobro 🤙🏼,1,,,,,,1,
2023-05-15,,tienen algún tiempo estimado de respuesta,,1,,,,,,
2023-05-15,,"Conociendo la contraseña y el usuario, se puede entrar fácilmente desde otro dispositivo y sin que te llegue algún tipo de notificación por vía SMS y correo electrónico, esto lo sabes muy bien",,1,,,,,,
2023-05-15,,Eso explica todo,,1,,,,,,
2023-05-16,,"Hola si, hoy por la mañana ya tenía de nuevo mi usuario y funcionó con normalidad mi app",1,,,,,,,
2023-05-16,,¡CON RAZÓN!,,1,,,,,,
2023-05-16,,"Yo tengo la de garantía 😸, pero creo que voy bien, hasta cuántos meses se puede la de las normales, tengo inversión, nómina y cuenta de débitos ahi :)",,1,,,1,,,SERVICIO
2023-05-16,,Que bueno que no cambie mi nómina a,,1,,,,,,
2023-05-16,,Gracias por avisar,,1,,,,1,,
2023-05-16,,"Buen día, les envié un mensaje, espero me puedan ayudar. Gracias.",,1,,,1,,,
2023-05-16,,"Buenos días, una vez más sigo en espera",,,1,1,,,,
2023-05-17,,Gracias ya quedó resuelto,1,,,,,1,,
2023-05-17,,Qué tengas excelente mitad de semana.🔥🤔Para quienes aún tienen duda de cómo funciona la tarjeta Garantizada de 😉👉🏼https://t.co/b6iYPqXW4F,1,,,,,,1,SERVICIO
2023-05-17,,solicito apoyo,,1,,,1,,,
2023-05-17,,Qué tengas excelente mitad de semana.🔥🤔Para quienes aún tienen duda de cómo funciona la tarjeta Garantizada de 😉…,1,,,,1,,,
2023-05-18,,Ya quedó. Muchas gracias.,1,,,,,1,,
2023-05-18,,Tqm ❤️❤️,1,,,,,,,
2023-05-19,,"Ok, gracias",,1,,,,1,,
2023-05-19,,Jajaja. Siii. Muchos días. 😒 chale,,,1,1,,,,
2023-05-19,,Todo resuelto Gracias equipo,1,,,,,1,,
2023-05-20,,"Agradecido con que me ayudaron con una aclaración rapidísimo, cada día más feliz de haber dejado la banca tradicional por ustedes! 🙌",1,,,,,1,1,
2023-05-21,,Muchas gracias 🫶,1,,,,,1,,
2023-05-21,,Hola buen día,,1,,,,,,
2023-05-22,,Gracias !,1,,,,,1,,
2023-05-22,,"Listo, enviado! Saludos",,1,,,,,,
2023-05-22,,Me gusta heybanco para bajarles el mandado a los bancos españoles que dominan este país,1,,,,,,1,COMPETENCIA
2023-05-23,,yo presumiendo el 10% anual de HeyBanco y que Klar decide sacar 14%… muy tentador,,,1,,,,,COMPETENCIA
2023-05-23,,YA RESUELVEME ME URGE HACER UNA COMPRA,,,1,1,,,,SERVICIO
2023-05-23,,"Recomiendo ampliamente que usen y como alternativas a los llamados bancos tradicionales. Si sus bancos les están cobrando alguna comisión de cualquier tipo en sus cuentas de débito o peor aún, no están generando nada, entonces están en el lugar incorrecto.",,,1,,,,,COMPETENCIA
2023-05-24,,Gracias. Saludos,1,,,,,1,,
2023-05-24,,"Si, bueno me dijeron que tenía que marcar. Y si quedo.",1,,,,,,,SERVICIO
2023-05-24,,Ay si pasó ya afounadamente. Jejeje.,,1,,,,,,
2023-05-25,,Gracias! Ya les respondi!,1,,,,,1,,
2023-05-25,,Jaja nel,,1,,,,,,
2023-05-27,,"Okay, Gracias",1,,,,,1,,
2023-05-27,,Ya funcionó nuevamente la aplicación,1,,,,,,,
2023-05-27,,"Me contestan a mi también, pero ya",,1,,,,,,
2023-05-29,,"Listo, ya se los mandé , gracias .",,1,,,,,,
2023-05-29,,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,1,,,,,,1,SERVICIO
2023-05-29,,"quiero trabajar con ustedes, me ayudan diciéndome como!",1,,,,1,,,
2023-05-30,,gracias!,1,,,,,1,,
2023-05-30,,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,1,,,,,,1,SERVICIO
2023-05-30,,Eficiencia,1,,,,,,,
2023-05-31,,Muchas gracias nunca me contestó. Afounadamente ya ha quedado resuelto.,,,1,1,,,,SERVICIO
2023-05-31,,"¡Hola! Abre tu Cuenta Hey y obtén un boleto dorado cada mes para ganar.https://t.co/j45MnogZ Te recomiendo muchísimo la cuenta, de hecho la reseñan muy bien varios YouTubers de finanzas.",1,,,,,,1,EVENTOS
2023-05-31,,Muchas gracias por el Boleto Dorado ☺️,1,,,,,1,,EVENTOS
2023-06-01,,Gracias por la apoación. Saludos,1,,,,,1,,
2023-06-01,,Esto es lo que yo llamo ServicioalCliente Mexico de verdad así es que un banco debe tratar a un cliente no es nada más meter el dinero. Aprendan,1,,,,,,1,SERVICIO
2023-06-01,,"Buen día, es más fácil que usted obtenga el crédito con alguna caja popular, no hay peor lucha que la que no se hace, saludos",,1,,1,,,,
2023-06-02,,Gracias,1,,,,,1,,
2023-06-02,,Gracias quedó en espera,1,,,,,1,,
2023-06-02,,les dejé un DM solicitando de su valioso apoyo.Saludos,,1,,,1,,,
2023-06-02,,Muchas gracias Un mes gratis de,1,,,,,1,,SERVICIO
2023-06-03,,"Gracias, ya envié mi duda",1,,,,1,1,,
2023-06-03,,Gracias por responder! Me da mucho gusto que te hayan solucionado rápido. Ojalá así sea mi caso 🤞🏼Saludos,1,,,,,1,,
2023-06-03,,"Gracias lic hace tres años, si usted dice que no me deben negar volveré a hacerlo, muy amable por su atención un abrazo",,1,,,,,,
2023-06-03,,"Muchas gracias, si lo haré de nuevo un abrazo fuee 🫶",1,,,,,1,,
2023-06-03,,Por favor . Gracias,1,,,,,1,,
2023-06-05,,"Gracias, saludos",1,,,,,1,,
2023-06-05,,Muchas gracias por responder!Acabo de lograr el desbloqueo!,1,,,,,1,,
2023-06-05,,Espero que si,,1,,,,,,
2023-06-06,,"JAJAJAJJAJA VIC, trabajo en hey, cualquier duda no dudes en mandarme mensajito🫶🏻",1,,,,,,,
2023-06-07,,Gracias,1,,,,,1,,
2023-06-07,,Las de tienen buenos diseños.,1,,,,,,,
2023-06-08,,HOLA???,,,1,1,,,,
2023-06-10,,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,1,,,,,,1,SERVICIO
2023-06-12,16:52:11,"Gracias, estoy al pendiente de la información.",1,,,,,1,,
2023-06-13,20:36:26,Yo fui muy feliz por muchos años con la Santander Free hasta que me cambié a HeyBanco y su tarjeta me pareció una chulada. Recomiendo ampliamente.,1,,,,,,1,COMPETENCIA
2023-06-15,22:51:17,Hola. En mi caso me comuniqué al 81 4392 2626 y allí me resolvieron. Por founa fue algo sencillo y rápido ¡Suee!,1,,,,,,,
2023-06-15,6:35:12 PM,Más fácil que Now saque sus tarjetas de crédito,,1,,,,,,
2023-06-16,19:41:04,"Perfecto, iré a un punto Hey. Gracias, bebé LOL",1,,,,,1,,
2023-06-16,18:03:36,"He probado 4 bancos tradicionales diferentes y hasta el momento el mejor manejando MSI, ha sido ✅Te permite ver exactamente cuánto debes en total. ✅ Te da la lista de todos los pagos futuros que tendrás que hacer mes por mes. ✅ Te da cashback de 2% en efectivo.",1,,,,,,1,COMPETENCIA
2023-06-17,18:00:08,Oye 🌝 Qué excelente tiempo de respuesta y amable personal en tu centro de atención ♥️ 🥰,1,,,,,,1,SERVICIO
2023-06-18,17:29:39,Listo muchas Gracias,1,,,,,1,,
2023-06-19,19:52:35,Gracias,1,,,,,1,,
2023-06-19,14:43:55,Muchas gracias,1,,,,,1,,
2023-06-19,15:36:18,¡Estamos para servie!,1,,,,,,,
2023-06-19,13:32:11,Con es tan sencillo hacer todo tipo de movimientos desde mi celular. Además tienen una super tasa de rendimiento…,1,,,,,,1,SERVICIO
2023-06-20,18:20:40,Muchas gracias,1,,,,,1,,
2023-06-20,22:22:06,"hola , les mandé un dm, gracias !",1,,,,,1,,
2023-06-20,21:26:18,Muchas gracias! Si entrare para levantar un repoe a,1,,,,,1,,
2023-06-20,6:47:43,La de está más coqueta y tienen beneficios reales. 🔥,1,,,,,,1,SERVICIO
2023-06-20,6:10:33,Listos! 💪🏼heybanco PalNoe2021,1,,,,,,,EVENTOS
2023-06-21,21:22:49,"Gracias, arreglado",1,,,,,1,,
2023-06-21,16:20:21,Gracias 😊🤗,1,,,,,1,,
2023-06-21,22:03:28,"Muchas Gracias, ya fue resuelto, gracias por el sopoe. Excelente servicio 👌🏽",1,,,,,1,,SERVICIO 
2023-06-21,3:47:49,Muchas gracias por la felicitación 🤗,1,,,,,1,,
2023-06-21,16:32:41,Si nunca había tenido este tipo de situación con otros métodos de pago y se me hace increíble como una operación tan sencilla como pagar con tu tarjeta de en una página web se conviee en toda una mala experiencia de usuario con su servicio.,,,1,1,,,,SERVICIO
2023-06-22,16:25:12,Vaaaaa gracias por el dato,1,,,,,1,,
2023-06-22,15:16:55,"Buen dia, saque un carro usado en merkauto, y me autorizaron el crédito el lunes 19 de Junio pero es fecha que no me llaman a firmar contrato y factura, como puedo saber cuando esta listo porque esta tardando mucho un proceso como este, gracias.",,,1,,1,,,SERVICIO
2023-06-22,20:38:17,"Para que estén bien atentos a lo que les llega, gracias a les compao el correo para que vean por dónde les quieren llegar. Pónganse listos.",,,1,,,,,
2023-06-23,17:14:56,AMO heybanco bien cabron. Jaja,1,,,,,,1,
2023-06-24,2:10:01,Por fiiiin modificaron la app de ya detecta mi huella y tiene una bonita sección de métricas de tus gastos. Ah y pagué sin temas la luz.,1,,,,,,1,SERVICIO
2023-06-27,7:20:57,Yo estoy con la verdad✨,,1,,,,,,
2023-06-28,17:42:50,Gracias!,1,,,,,1,,
2023-06-28,4:45:09,Gracias! Lo hice y quedo. 🙌🏻,1,,,,,1,,
2023-06-28,22:48:04,"Se resolvió, volviendo a instalar la app",1,,,,,,,
2023-06-28,17:28:12,"Gracias, ahora se los envío",1,,,,,1,,
2023-06-29,17:45:59,"buen día, ¿esto es real?",,1,,,,,,
2023-06-29,3:03:50,"Ps.... su aplicación es la mejor, he visto HSBC y Banamex y nel. ¿qué tal la de HeyBanco, la has probado?",1,,,,,,1,COMPETENCIA
2023-06-30,17:26:15,Muchas gracias ✨,1,,,,,1,,
2023-06-30,19:02:11,"Desde que abrí mi cuenta los amo ♥️. Si puedes, te recomiendo INVERSIÓN HEY ahí tengo mis ahorros y si eres Hey Pro hay mejores rendimientos 🤩",1,,,,,,1,SERVICIO
2023-07-01,4:07:54,"Respuesta favorable, gracias!",1,,,,,1,,SERVICIO
2023-07-02,15:01:49,Por eso amamos ✨🩷,1,,,,,,,
2023-07-03,20:36:54,"Una más Techreo de Came, está súper bien.... además de que ahora están dando unos regalos solo por inveir con ellos...seguro y muy fácil.",1,,,,,,1,
2023-07-04,19:32:32,Nos da mucho gusto que seas pae de esta gran familia FINSUS ¡Saludos! 😎💙,1,,,,,,,
2023-07-04,16:46:43,¡Hola Gracias por ser pae de esta gran familia FINSUS 😎👊,1,,,,,,,
2023-07-04,16:23:59,Hace pocos días estaba disponible,,1,,,,,,
2023-07-04,15:27:39,FINSUS siempre me a gustado mucho :) Aprovechando les dejo mi enlace de referido ;) Utiliza mi código CASTILLO--79570,1,,,,,,,
2023-07-04,14:11:14,"Pedida, esta si vale la pena el precio jajaja",1,,,,,,,
2023-07-04,9:42:38,Sin duda!,,1,,,,,,
2023-07-05,4:08:16,Intenta es buenazo!!,1,,,,,,,
2023-07-06,5:06:15,"ay suena súper bien, justo lo que me anda gustando mucho ahorita de nu es su pae de hacer crecer tu dinero jajk o sea la inversión, quiero entrarle más al tema👀 la más fan de los neobanks, definitivamente cuando por fin mande alv a banamex me abriré una de heybanco 🤓🩷",1,,,,,,,COMPETENCIA
2023-07-06,2:59:57,"Fácil: entro a pagos, elijo la tarjeta, elijo el plazo (3 meses, 0%), aceptar, token 👉 Error. Antes he pagado sin problemas. Puedo hacer otras operaciones con token sin problemas.",,,1,1,,,,
2023-07-06,2:24:11,"😍 El nuevo diseño de las TDC de esta ma-ma-lón chavos. 🙋🏽‍♂️ Tan pronto me regrese de USA voy a solicitar mi nuevo diseño (carísimo el envío por cieo, ni Obama lo tiene). 👀Por cieo, su programa de recompensas esta bastante aceptable eh. 💡https://t.co/F79GXxxqTB",1,,,,,,1,
2023-07-06,2:11:00,"📢 Tarjetas de Crédito (TDC) SIN anualidad y con diseños chingones. 🚨Aunque antes de usar una TDC debes aprender a usarla papucho. 📢 Personalmente la uso y me va muy bien, la aceptan donde sea (incluso en el gabacho). 👀Checa:",1,,,,,,1,
2023-07-07,16:18:25,"Muchas gracias, Justo llame hace dos días para la aclaración, espero no sea tan tardado y salga bien",1,,,,,,,
2023-07-07,1:24:12,"Gracias, acabo de mandar el correo.",1,,,,,1,,
2023-07-08,5:58:28,"Varias meses siendo usuario HeyPro en y al fin me dieron por lo menos unos de sus puntos, algo más que una taza preferencial de inversión.",1,,,,,,,SERVICIO
2023-07-09,20:12:00,"Perfecto, estaré atenta. Muchas gracias.",1,,,,,1,,
2023-07-10,17:49:42,Rifadisimo en lo personal si me gustó.,1,,,,,,1,
2023-07-11,23:55:24,"Sí me sirvió, muchas gracias 🫶🏽",1,,,,,1,,
2023-07-11,20:50:22,"Que sean tan fácil de usar y sobre todo confiables como heybanco, cuales?",1,,,,,,,
2023-07-11,3:16:37,"Ya me llegó la Ajolotarjeta de y me encantó, acá les dejo el unboxing para que vean más detalles de este nuevo diseño:",1,,,,,,1,
2023-07-11,1:51:29,Yo voy a pedir la mía está preciosa esa tarjeta 👍🥰,1,,,,,,1,
2023-07-13,18:28:34,¡Te invitamos a ser pae de Klar para que comiences a disfrutar de nuestros beneficios! 😀☺️,1,,,,,,,
2023-07-13,5:36:30,Gracias ya mande un correo,,1,,,,1,,
2023-07-14,22:08:32,"Gracias por el repoe. Exacto, ya pagué. Cc",1,,,,,,,
2023-07-14,20:26:17,realmente dan servicio al cliente por este medio?,,,1,1,,,,
2023-07-14,18:55:12,I highly recommend you to👉@Legith_hacks on Instagram he helped me out when I had same issues,1,,,,,,,
2023-07-15,17:01:34,"Que bueno, gracias por estar atentos. También chequen su nivel de ""empatia"" con sus clientes, de todas las formas. ✌️",,,1,1,,,,SERVICIO
2023-07-15,4:58:58,Que dato tan interesante me has dado! Conoces ?,1,,,,,,,
2023-07-15,2:54:54,"Huy tambien Stori y Mercado Crédito desde 10 días antes están mandando SMS, notificaciones vía app y whats.",,1,,,,,,COMPETENCIA
2023-07-16,15:27:21,Gracias ya les contesté,1,1,,,,1,,
2023-07-17,23:51:26,Muy bien. Ya la solicité y si me la otorgaron. Elegí el diseño de ajolotito. 😎,,1,,,,1,,
2023-07-18,18:15:18,Gracias,1,,,,,1,,
2023-07-18,17:01:27,This web3 developer's MEV strategy is the real deal - earning him over 5 ETH per week and taking his crypto earnings to new heights.,,1,,,,,,
2023-07-18,14:13:39,"Buenos días, he gracias por la atención, llame al servicio al cliente y todo bien, ya no aparece así, muchas gracias 👀",1,,,,,1,,SERVICIO
2023-07-18,5:07:34,"Buena noche! En Mayo pedi un ceificado de regalo de amazon con HeyCoins, estaba viendo el estado del pedido y me aparece en Procesando, hay algun estimado de cuando se procesan estos pedidos? Muchas Gracias.",,1,,,1,,,
2023-07-19,23:03:01,"Jajajaja por eso no me toman enserio, perooo nunca dejaré de usar a cheems para algunos vídeos jajaja Hoy vídeo en el cana…",,1,,,,,,
2023-07-19,19:30:02,"me pueden atender por aqui, no creo que haya problema.",,1,,,1,,,SERVICIO
2023-07-19,16:56:45,"esperemos que responda en sinceramente no he tenido problemas con ellos se me hace un buen banco, muchas gracias.",1,,,,,,,
2023-07-19,3:18:39,El mejor banco es HeyBanco por mucha diferencia nk,1,,,,,,1,
2023-07-21,18:19:03,"Sí, tengo distintas cuentas y siempre me han apoyado cuando llega a pasar algo. Hasta ahora HeyBanco y BBVA han sido mis mejores experiencias",1,,,,,,,COMPETENCIA
2023-07-21,18:17:46,Recomiendo HeyBanco,1,,,,,,,
2023-07-21,4:46:51,Gracias. Ya me explicaron. Muy amables.,1,,,,,1,,
2023-07-22,23:11:44,Yo he tenido buena experiencia con HeyBanco. 1% cashback en compras físicas y 2% en compras online. La app es fácil de usar y permite inveir al 10% anual renovando cada 7 días. Actualmente la utilizo para cubrir mi gasto mensual. Estoy contento con ella.,1,,,,,,1,SERVICIO
2023-07-22,11:32:23,"En menos de un mes logré desbloquear estos grandes beneficios, gracias por brindar esta herramienta para promover e…",1,,,,,1,,SERVICIO
2023-07-23,22:10:43,Enserio! Wow muchas gracia spor la respuesta en unos minutos más termino de abrir mi cuenta,1,,,,,,,
2023-07-23,22:09:50,Ilimitadas. Puedes hacer todas las que quieras con los plazos que gustes y los mejores rendimientos. En ofrecemos la mejor plataforma digital que te permite libead financiera.,1,,,,,,,SERVICIO
2023-07-23,17:54:30,"Gracias, ya les contesté🙏🙏🙏",1,,,,,1,,
2023-07-24,23:22:43,"Ha, thanks for the rec! I loved the idea of having a digital bank that's pa of the Multired (consoium of ATMs) but I guess it was not to be 🙄.",,1,,,,,,
2023-07-24,19:58:54,Gracias,1,,,,,1,,
2023-07-27,0:01:54,"Puedes empezar con tarjetas de crédito ""garantizadas"" Son para personas que no tienen historial. Stori o heybanco sería lo mejorcito. Recibir nómina también ayuda mucho con los bancos tradicionales c:",1,,,,,,,COMPETENCIA
2023-07-28,22:43:10,"Hoygan , mi TDC coó el 17-7-23 y la fecha límite de pago es el próximo jueves 3. Se supone que mientras pague antes de esa fecha no hay problema. Correcto?",,1,,,1,,,SERVICIO
2023-07-28,21:02:59,Yap!,,1,,,,,,
2023-07-28,20:31:24,Dame el telefono de servicio al cliente,,1,,,,,,
2023-07-29,18:04:22,tomalo por el lado amable y para el proximo recibo ya es gratis heheheheh,,1,,,,,,
2023-07-29,5:56:41,Jajaja verdad que sí,,1,,,,,,
2023-07-30,18:08:07,Muchas gracias,1,,,,,1,,
2023-08-01,20:01:28,Gracias por el seguimiento. Ya quedó resuelto y no era problema de ustedes.,1,,,,,1,,
2023-08-01,17:48:12,"Excelente servicio Por cieo, como dato Por cualquier cosa yo no di mis datos bancarios pues de uso común Yo tengo una cuenta digital de HeyBanco que no utilizo más que para esto, y ahí me han estado llegando mis transferencias Adjunto evidencia",1,,,,,,,SERVICIO
2023-08-01,14:15:42,"Ya quedó solucionado, Muchas gracias",1,,,,,1,,
2023-08-01,4:41:41,recomiendo x10000 HeyBanco!!!,1,,,,,,1,
2023-08-02,16:57:52,Gracias ya respondi el mensaje,1,,,,,1,,
2023-08-02,4:21:34,"Estaría súper, algo como lo que hacen en",,1,,,,,,
2023-08-04,23:36:52,Fácil: Abre una cuenta bancaria en uno de los nuevos bancos digitales. Te recomiendo porque está mucho más integrado al sistema bancario que otros que simplemente son fintech.,1,,,,,,,COMPETENCIA
2023-08-04,0:38:53,No recuerdo pero creo que fue rápido,,1,,,,,,
2023-08-05,23:09:34,"hola buenas tardes! Me ayudan a confirmar cual es el monto máximo para transferir desde mi cuenta hey y como puedo modificar esos límites por favor, gracias!",,1,,,1,,,SERVICIO
2023-08-05,4:58:31,Muchas gracias! Le había recomendado a un conocido que antes ellos daban préstamos y ya no salen. Entonces quería sugerirle esa opción. Que amable eres.,,1,,,,,,
2023-08-05,1:22:22,"Creo que es eso, acaba de llegar, muchas gracias",,,,,,1,,
2023-08-06,23:28:23,Jaja lo mismo pasa con Mercado Pago y HeyBanco pero de acuerdo es una maravilla,1,,,,,,,COMPETENCIA
2023-08-07,22:14:52,"Si me resolvieron, tiene un gran servicio al cliente!",1,,,,,,1,SERVICIO
2023-08-07,11:17:55,Si me llegó a las 24 hrs. Espero que haya llegado bien la transferencia.,1,,,,,,,
2023-08-08,4:00:40 PM,"Ya lo hice, ayer saqué todaa lana y mejor me quedo con quienes ya llevo tiempo y no he tenido problemas con ellos. También recomiendo a me está jalando muy bien y mis clientes me pagan por ahí. Saludos.",,1,,,,,,
2023-08-09,19:43:25,"Hola muchas gracias ya les expliqué la situación, les agradezco una respuesta a la brevedad",,1,,,1,,,
2023-08-09,15:05:31,"Les escribí por ahí desde ayer, y no me pelaron!",,,1,1,,,,
2023-08-10,0:03:09,"hoy fue mi primer día en heybanco ✨🌷✨ de regreso a la vida de oficina 🦋 mil gracias, 💋",1,,,,,,,
2023-08-12,18:47:40,"¡Por fin me tocó un BoletoDorado ganador! 🤩 Me sentí como Charlie en la fabrica de chocolates 🤭 Cámara solo me faltan 8,200 heypoints para mi xbox.",1,,,,,,,EVENTOS
2023-08-12,5:53:54,"Release notes, mensaje con typo en Terjeta Me gusto la actualización que hicieron para ver las tarjetas",1,,,,,,,
2023-08-15,21:50:22,"Justo a mi me pasó en el mismo momento, al final vuelve a aparecer en un rato después.",,1,,,,,,
2023-08-18,18:05:07,Gracias 😊 🙏,1,,,,,1,,
2023-08-18,17:18:46,Le sugiero encarecidamente que se comunique con ~bensonhack50~ en Instagram para solucionar cualquier problema relacionado con la cuenta. ahí rápido y confiable aún puedes graficarlos por WhatsApp 👉🏻👉🏻,1,,,,,,,
2023-08-19,15:02:37,"Muchas gracias, ya les respondí por DM",1,,,,,1,,
2023-08-22,0:52:31,"En la Comunidarks me recomendaron la Rappicard y la HeyBanco. Uso más la de HeyBanco por las recompensas, no hay anualidad, además te da tarjeta dual entonces tienes de crédito y débito. La Rappicard la uso para cosas más específicas, por ej Ticketmaster la acepta sin problema.",1,,,,,,1,COMPETENCIA
2023-08-23,17:41:15,"Ya quedó resuelto favorablemente mi que queja, gracias",1,,,,,,,SERVICIO
2023-08-25,19:20:41,Que guen servicio traen los de siemrpe resuelven bien 10/10 ☺️☺️,1,,,,,,1,SERVICIO
2023-08-25,2:12:59,"Resolvieron el cargo no reconocido de mi tarjeta, siempre dicen que pueden ser varios días pero el proceso no tardó ni una semana 👌🏽",1,,,,,,1,SERVICIO
2023-08-28,21:22:10,"Muchas gracias, ya lleno los datos. /@heybanco",1,,,,,1,,
2023-08-28,17:12:16,¡Muchísimas gracias por compair! ❤️ 🙌,1,,,,,1,,
2023-08-30,0:11:50,De qué queja me hablan? 🙄 Nada de quejas con Trabajan muy bien ❤️,1,,,,,,1,SERVICIO
2023-08-31,4:02:55,en Recompensa Total Banoe llegan en menos de 3 días hábiles por mail.,,,1,1,,,,COMPETENCIA
2023-09-01,18:06:14,Muy felices y contentos por nuestros clientes ya que hoy pudieron estrenar su nuevo hogar. inovaserviciosfinancieros cuauhtémocchihuahua creditos HeyBanco,1,,,,,,1,SERVICIO
2023-09-01,16:25:34,"Perfecto, ya pude entrar a la App y como según mi dispositivo no es compatible (aunque es uno de los más recientes de Samsung) prefiero cambiar de banco a cambiar mi equipo. Hola! Saludos.",,,1,1,,,,SERVICIO
2023-09-01,0:51:39,"Yo la tengo, esta bien padre.",1,,,,,,,
2023-09-04,7:50:21 PM,Aplausos para el equipo de 🫠,,,1,,,,,
2023-09-05,23:52:00,"Yo quisiera saber si ya puedo ser acreedor a la tarjeta de crédito tradicional, debido a que ya llevo más de seis meses de uso de la garantizada y se ha mejorado mi historial muy significativamente!",1,,,,1,,,
2023-09-05,19:25:28,Jajaja,,1,,,,,,
2023-09-05,3:39:27,"HeyBanco ha implementado un chat/bot muy interesante llamado HeyGPT, que resuelve dudas sobre sus productos, el cual me sorprendió bastante, creo que es un gran avance para mejorar la experiencia con la atención a clientes, acá te cuento todo:",1,,,,,,1,SERVICIO
2023-09-05,2:53:41,Yo uso ese banco y siempre me resuelven rápido y mil veces más rápido vs Banamex haha,1,,,,,,1,COMPETENCIA
